skill_code,skill_title,bank,question_id,question,options,correct_answer,explanation,response_type,question_type,cognitive_demand,acceptance_note,visual,ixl_reference_url,curriculum_source,qa_status
AC9M1M02,Measuring Length with Informal Units,practice,P02,Which objects would make fair length units?,"{""A"": ""Pencils of different lengths"", ""B"": ""A mix of big and small buttons"", ""C"": ""Identical paper clips""}",C,Equal-size units let each count stand for the same length.,mcq,choose uniform units,recognise,,null,https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P03,A pencil is measured with equal cubes. Small gaps are left between the cubes. What should change?,"{""A"": ""Use different-size cubes."", ""B"": ""Make the gaps bigger."", ""C"": ""Move the cubes together so they touch.""}",C,"Length units should touch end to end, without gaps.",mcq,repair gaps,apply,,null,https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P04,Six equal tiles cover a ribbon exactly. The tiles touch with no gaps or overlaps. How long is the ribbon in tiles?,{},6 tiles,Count one unit for each tile that covers the ribbon.,short_answer,count informal units,apply,Accept 6 or six tiles.,"{""type"": ""bars"", ""bars"": [{""label"": ""Ribbon"", ""units"": 6}], ""caption"": ""6 equal units cover the whole length, touching end to end.""}",https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P05,"A leaf matches this row of equal blocks exactly. The blocks touch end to end.
Leaf: □ □ □ □ □ □
How many blocks long is the leaf?","{""A"": ""5 blocks"", ""B"": ""6 blocks"", ""C"": ""7 blocks""}",B,Count the six equal blocks that cover the leaf from one end to the other.,mcq,measure object from unit row,apply,,"{""type"": ""bars"", ""bars"": [{""label"": ""Leaf"", ""units"": 6}], ""caption"": ""Each block is one equal length unit. The row matches the whole leaf.""}",https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P06,"The same blocks measure two strips exactly.
Strip A: 5 blocks
Strip B: 8 blocks
Which strip is longer?","{""A"": ""Strip A"", ""B"": ""Strip B"", ""C"": ""They are the same length.""}",B,More of the same length unit means a longer strip.,mcq,compare same-unit measures,apply,,"{""type"": ""table"", ""headers"": [""Strip"", ""Length""], ""rows"": [[""A"", ""5 blocks""], [""B"", ""8 blocks""]]}",https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P07,Paper clips overlap along a bookmark. What is the best way to fix the measure?,"{""A"": ""Push the clips further over each other."", ""B"": ""Count some clips twice."", ""C"": ""Place the clips end to end without overlapping.""}",C,Overlapping units cover some parts twice. Place them end to end to measure fairly.,mcq,repair overlaps,reason,,null,https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P08,Four cubes cover part of a stick. Two more of the same cubes are needed to reach its end. All cubes will touch. How many cubes long is the stick?,{},6 cubes,Four cubes and two more cubes cover the whole stick.,short_answer,complete partial measure,apply,Accept 6 or six cubes.,null,https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P09,A strip is measured once with short blocks and once with long blocks. The blocks always touch and cover it exactly. Which measure uses more blocks?,"{""A"": ""The long blocks"", ""B"": ""The short blocks"", ""C"": ""Both must use the same number.""}",B,More short units are needed to cover the same length.,mcq,unit-size effect,reason,,null,https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P10,"A line matches this row of equal matchsticks. They touch end to end.
Line: — — — — — — —
Which label gives its length?","{""A"": ""6 matchsticks"", ""B"": ""8 matchsticks"", ""C"": ""7 matchsticks""}",C,There are seven matchsticks in the row. Record both the count and the unit name.,mcq,count and record measured length,apply,,"{""type"": ""bars"", ""bars"": [{""label"": ""Line"", ""units"": 7}], ""caption"": ""Each block represents one equal matchstick laid end to end.""}",https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P11,A leaf is covered by 3 long blocks and 2 short blocks. Why is “5 blocks long” not a fair measure in equal units?,"{""A"": ""Leaves cannot be measured."", ""B"": ""There are too few colours."", ""C"": ""The blocks have different lengths.""}",C,Each length unit must have the same size for the count to be a fair measure.,mcq,diagnose mixed units,reason,,null,https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P12,A cord is 8 cubes long. A straw is 5 of the same cubes long. How many cubes longer is the cord?,{},3 cubes,The cord has 3 more equal cube lengths than the straw.,short_answer,compare length difference,apply,Accept 3 or three cubes.,null,https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P13,"Each □ is one equal cube. All cubes touch.
A: □ □ □
B: □ □ □ □ □
C: □ □ □ □ □ □
Which row makes a path exactly 5 cubes long?","{""A"": ""Row B"", ""B"": ""Row C"", ""C"": ""Row A""}",A,Row B has five equal cubes. Their joined lengths make a path five cubes long.,mcq,select construction for target length,apply,,"{""type"": ""bars"", ""bars"": [{""label"": ""A"", ""units"": 3}, {""label"": ""B"", ""units"": 5}, {""label"": ""C"", ""units"": 6}], ""caption"": ""One block represents one equal cube. Cubes touch end to end.""}",https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P14,"The same cubes are used for every measure.
Brush: 6 cubes
Spoon: 4 cubes
Comb: 5 cubes
Which order is shortest to longest?","{""A"": ""Brush, comb, spoon"", ""B"": ""Spoon, comb, brush"", ""C"": ""Comb, spoon, brush""}",B,"Compare the counts of the same unit: 4, then 5, then 6.",mcq,order measured lengths,apply,,"{""type"": ""table"", ""headers"": [""Object"", ""Length""], ""rows"": [[""Brush"", ""6 cubes""], [""Spoon"", ""4 cubes""], [""Comb"", ""5 cubes""]]}",https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P15,"A ribbon matches this row of equal blocks.
Ribbon: □ □ □ □ □
Jo counts the joins and says it is 4 blocks long. What is the correct length?","{""A"": ""4 blocks"", ""B"": ""6 blocks"", ""C"": ""5 blocks""}",C,"There are five blocks, although there are only four joins between them. Count the blocks as the units.",mcq,correct joins-versus-units count,reason,,"{""type"": ""bars"", ""bars"": [{""label"": ""Ribbon"", ""units"": 5}], ""caption"": ""Equal blocks touch end to end and match the whole ribbon. Count the blocks, not the joins.""}",https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P16,Make a strip 5 tiles long using equal tiles. How should you place the tiles?,{},Place 5 equal tiles end to end with no gaps or overlaps.,"The tiles need to form one continuous length, each unit used once.",short_answer,construct measured length,create,"Accept five tiles touching end to end, without gaps or overlaps.",null,https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P17,"A child measures a desk with a big handspan, then with a small handspan. Why might the counts differ?","{""A"": ""The handspans are different lengths."", ""B"": ""One count must always be wrong."", ""C"": ""The desk must have grown.""}",A,Different-size units can give different counts for the same length.,mcq,explain different measurements,reason,,null,https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P18,A card is exactly 4 blocks long. Each block is 2 cubes long. How many cubes would cover the card end to end?,"{""A"": ""8 cubes"", ""B"": ""4 cubes"", ""C"": ""6 cubes""}",A,"Each block length is replaced by 2 cubes: 2, 4, 6, 8.",mcq,subdivide informal units,reason,,null,https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P19,"The same blocks measure two ribbons exactly.
A: □ □ □ □ □ □
B: □ □ □ □ □ □ □ □
How long is the shorter ribbon?","{""A"": ""8 blocks"", ""B"": ""6 blocks"", ""C"": ""2 blocks""}",B,Ribbon A uses six blocks and ribbon B uses eight. The shorter ribbon is six blocks long.,mcq,measure shorter object from models,apply,,"{""type"": ""bars"", ""bars"": [{""label"": ""A"", ""units"": 6}, {""label"": ""B"", ""units"": 8}], ""caption"": ""Equal blocks touch end to end and cover each whole ribbon.""}",https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P20,A tray is 7 equal blocks long. A row of blocks on the tray is only 5 blocks long. How many more matching blocks will complete the row?,{},2 blocks,Two more blocks extend the row from 5 blocks to 7 blocks.,short_answer,complete partial measure,apply,Accept 2 or two blocks.,null,https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P21,Two ribbons are each exactly 6 of the same paper clips long. What is true?,"{""A"": ""The ribbons have equal lengths."", ""B"": ""One must be longer."", ""C"": ""Their lengths cannot be compared.""}",A,Equal counts of the same unit show equal lengths.,mcq,infer equal lengths,apply,,null,https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P22,"Each □ is one equal block.
A: □ □ □
B: □ □ □ □ □
C: □ □ □ □ □ □
Which strip is 2 blocks longer than A?","{""A"": ""Strip A"", ""B"": ""Strip B"", ""C"": ""Strip C""}",B,"A is three blocks long. B has two extra blocks, so it is five blocks long.",mcq,compare length difference from models,reason,,"{""type"": ""bars"", ""bars"": [{""label"": ""A"", ""units"": 3}, {""label"": ""B"", ""units"": 5}, {""label"": ""C"", ""units"": 6}], ""caption"": ""Equal blocks touch end to end and show each strip’s whole length.""}",https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P23,A strip ends halfway along the fifth block. The first four blocks fit fully. What is the best description?,"{""A"": ""More than 4 blocks but less than 5 blocks long"", ""B"": ""Exactly 4 blocks long"", ""C"": ""Exactly 5 blocks long""}",A,"Four whole blocks are not enough, but five whole blocks go past the end.",mcq,recognise incomplete final unit,reason,,null,https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,practice,P24,"A line was measured with cubes, but some cubes overlapped. Explain how to measure it again fairly.",{},"Use equal cubes, start at one end, and place them end to end with no gaps or overlaps. Count the cubes.",A fair measure covers the length once with equal units.,short_answer,design fair measurement,create,"Accept equal units placed from one end to the other without overlaps or gaps, then counted.",null,https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,test,T01,Five equal paper clips touch end to end and match a strip exactly. How long is the strip?,"{""A"": ""4 paper clips"", ""B"": ""5 paper clips"", ""C"": ""6 paper clips""}",B,There is one unit for each of the five paper clips.,mcq,count informal units,apply,,"{""type"": ""bars"", ""bars"": [{""label"": ""Strip"", ""units"": 5}], ""caption"": ""5 equal units cover the whole length, touching end to end.""}",https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1M02,Measuring Length with Informal Units,test,T02,"Each □ is one equal tile. The rows match the whole lengths of the objects.
Tray: □ □ □ □
Mat: □ □ □ □ □ □
Which object is 6 tiles long?","{""A"": ""The tray"", ""B"": ""The mat"", ""C"": ""Both objects""}",B,Six equal tiles cover the mat. The tray is only four tiles long.,mcq,identify object by measured length,apply,,"{""type"": ""bars"", ""bars"": [{""label"": ""Tray"", ""units"": 4}, {""label"": ""Mat"", ""units"": 6}], ""caption"": ""Each block is one equal tile. Tiles touch end to end.""}",https://au.ixl.com/maths/year-1/measure-length-with-objects,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
